index,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
5499,Hughesville,MD,Washington,Charles,5500,399950,399950,399950,399950,399900,399900,399990,390250,390250,389900,389900,380000,389900,369900,349900,380000,385000,380000,377249.5,369925,369950,375000,378596,379999,340000,343000,345450,310000,349950,364400,364400,363900,369975,362400,369900,349975,349950,349950,349975,356950,349950,349925,351950,370929.5,370929.5,374750,369400,396450,376900,383000,390400,394500,399950,409900,406900,406000,409450,407900,418450,409900,415900,412900,410950,406900,399975,399950,399950,399950,404900,402900,401425,402900,406900,396950,399900,396950,393425,385800,377500,375000,375000,395000,395300,395000,399950,399950,399950,415000,417500,415000,423450,421975,410000
5500,Hollister,MO,Branson,Taney,5501,,,,,,,,,,,,,,,,179900,194900,182750,177000,177000,174900,169900,155900,156500,168500,149900,147500,142350,159900,159900,159900,149800,159900,167250,169450,169900,169900,164949.5,179900,179900,188700,184950,186850,182000,179450,179900,160000,166500,174500,165000,164700,169900,174900,179000,192900,175900,174900,179000,175750,186400,173950,189000,163900,178700,174900,189900,189900,189000,190000,189900,189900,189900,195000,205000,205500,198500,199950,195000,179900,185000,189950,194000,196875,195000,195000,195000,189000,189950,194500,198375,194250,189900,190700
5501,Moseley,VA,Richmond,Chesterfield,5502,,,,,,,,,,,,,,,,,,,,,,,,,,339500,347653,356000,340000,338125,338125,350000,332265,362990,362990,365990,368970,357990,352990,346950,355995,349470,352990,362990,378990,367470,386490,368990,362500,368990,382950,382950,378700,387067.5,370737.5,368737.5,360995,354990,353470,349900,336990,349500,365000,362995,369990,354990,349975,365200,369950,359970,352470,353950,339950,364495,368950,369425,368950,353950,359950,349975,343087.5,357950,356450,352450,349900,350950,349990,346350,356400,354995,361052,369990,369990
5502,Clyde,TX,Abilene,Callahan,5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147200,144500,129900,129900,130900,134950,129900,122450,139950,144900,140000,139900,139900,139950,132250,120000,118900,114500,121200,127950,138950,131200,138700,132500,124500,118700,117250,119800,119800,127900,144500,133250,129400,118950,109900,109900,112500,129500,124000,139900,139900,137950,138950,139900,136000,129000
5503,Goldendale,WA,,Klickitat,5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139375,140000,161250,165000,172000,167000,165000,172900,169900,164950,169450,169000,182450,198000,189000
5504,Sagle,ID,Sandpoint,Bonner,5505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420000,407000,399000,399000,389000,412500,427000,452000,479000,475000,479000,479000,450000,472000,431000,454500,450000,449000,439000,449000,439000,450000,449500,479000,467000,484950,494900,494950,494950,524450,489000,489900
5505,Saint Leonard,MD,Washington,Calvert,5505,315000,319950,312450,324900,325000,324900,309100,305000,304549.5,299900,299900,298500,299000,289900,277600,264950,295000,280000,287000,289000,279999,298000,249900,249900,249900,249900,254500,254500,265000,274900,274700,262000,274900,307000,299947.5,294900,299995,324495,339100,290000,284900,294950,319900,339900,366650,374900,339000,350400,331950,345900,345900,354900,349900,349995,355900,345900,329999,345900,345900,345900,345900,345900,334475,293450,334925,304000,299950,343450,334900,347000,349900,347000,350000,341449.5,336000,329900,329900,334900,334900,319000,337200,319000,347000,339450,339000,335350,349900,337800,329000,339000,329749.5,325000,330449.5
5506,Shoreham,NY,New York,Suffolk,5507,449900,459000,454450,449466,449900,479000,479999,460999.5,429850,399900,398950,399450,374997.5,377900,390000,379990,379945,385000,385000,379425,379850,375000,375000,379000,379000,379850,399000,389000,399995,379900,369990,369495,398500,398500,444990,444990,429000,429000,419990,409990,419000,424000,399800,389495,389000,383675,387500,379850,379850,373250,384920,399999,415000,419900,404000,431500,445000,431500,418000,467500,419000,419000,439000,425000,425000,459000,454499.5,459000,450000,454950,424500,449000,424500,379925,425000,418500,489250,479996,529000,479996,459000,449450,420000,419500,389900,389900,395000,399000,399945,416900,425000,421000,439450
5507,Medina,TN,,Gibson,5508,147400,169900,164900,136900,153900,148000,153950,143500,144900,144950,142700,148400,149900,146900,146900,158950,159900,159900,159400,159900,159900,155900,149900,149900,149900,144900,157400,149900,155400,155900,149900,156000,156000,169900,169900,169900,173400,172900,177400,179900,179900,172450,169900,170950,175000,169900,169900,169450,169900,169900,169900,176450,169900,164900,164900,164900,169900,169900,169900,169900,169900,169900,167500,169900,174500,178200,161400,165000,181900,179900,179900,179900,179000,169900,178900,188700,184500,169900,169900,169900,179000,169900,169900,187400,172400,190950,209000,196900,193450,191950,189900,189900,199000
5508,Forks,WA,Port Angeles,Clallam,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,149000,157500,150000,169900,175000,164250,160000,160000,160000,157000,149500,154000,177000,189000,179750,174250,180000,175000,179500,175000,175000,166750,155000,149950,166750,157500,148000,148000,148500,147000,154500
5509,Deer Park,OH,Cincinnati,Hamilton,5510,,,109900,119450,116950,120450,109950,113450,117900,112500,114900,117100,119900,114900,119900,119900,120000,119950,124900,122950,120000,119900,118900,118900,114950,115000,115000,109900,109500,107000,109900,109900,111950,99900,116500,110000,119500,115000,120000,124900,124700,124750,129900,129900,119950,125000,118250,122400,111950,114950,116500,121000,128925.5,119900,123900,125000,122400,119950,124900,119900,119000,122500,120950,119900,134450,129900,132500,134250,134500,129900,129900,129900,124900,121500,124900,124950,127900,124450,120000,120700,119400,119900,125000,124900,119900,124000,135000,139500,141250,146200,145150,146150,140450
5510,Anamosa,IA,Cedar Rapids,Jones,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186725,199500,191750,177475,169950,177475,189500,187250,167450,157400,139900,144900,159500,159500,147250,134900,125000,129950,150000,144750,147900,151200,156200,170000,174500,158250,153200,169000,156500,153200,149900,171450,172450,182450,199000,198500,195000,173700
5511,Parkton,MD,Baltimore,Baltimore,5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522490,529450,499990,499000,499000,499000,502000,499000,558863.5,549945,539990,539945,529999,512450,538495,518450,509000,493950,499450,514495,499000,499450,525000,531800,499990,492445,511999.5,526750,527250,530000,519000,484000,492500,497000,471500,503500,498500,489450,492900,500000,499500,562450,566950,589990
5512,Beckett,NJ,Philadelphia,Gloucester,5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187750,187750,189500,181750,179000,176500,179000,178900,179950,190000,189900,199950,189400,205000,216000,199750,211950
5513,Blairstown,NJ,Allentown,Warren,5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,349450,344900,333000,299900,299450,338900,336900,330000,329900,329900,326950,310000,321750,319500,282500,325000,325000,322200,323000,324000,299900,324000,325000,324000,324500,325000,325000,325000,315000,299900,299700,314900,319000,299400,299000,299000,287000,297000,299000,294500,294500,309000,309450,305000,299900,299900
5514,Manteo,NC,Kill Devil Hills,Dare,5515,395000,399900,399900,391250,375000,397000,399000,399900,399900,422900,422900,422900,399900,399000,399250,398900,369000,369000,349000,334900,352450,339000,325000,329000,339000,330000,318000,299900,299000,299000,289999,286000,297000,299900,334000,333500,338500,324949.5,324999.5,329000,329000,329900,329900,330000,329000,298250,299000,291500,297000,299000,297450,299000,299000,312000,315000,341900,339900,349000,349000,349000,329700,329900,333250,324450,299450,309900,299900,309000,324000,316500,322500,299949.5,329500,344750,329950,339495,339495,359000,369900,359500,369000,375000,350000,345000,369000,364450,369500,379900,396202,399900,399900,387450,377000
5515,Leonard,MI,Detroit,Oakland,5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379950,349000,389500,360000,367200,369500,384750,391750,389000,389250,349000,340950,379900,389500,389000,349000,399000,452000,405000,429450,438000,409900
5516,Rock Hill,MO,St. Louis,Saint Louis,5515,177900,180000,168500,167500,174900,174900,174900,169900,169900,165000,164900,164950,165000,165000,156900,154950,150000,154900,149900,147400,149000,141200,139900,136200,144900,149900,135000,146900,154000,157900,160000,157000,157000,139950,158450,157900,182949.5,189900,170950,163900,159700,159900,159900,169250,162400,154900,149950,148000,138300,142450,155950,154900,158400,163100,159900,159000,157950,154950,159000,155000,155000,169900,171000,169900,170450,179900,187950,179900,177400,174900,171950,167950,164900,184400,184400,190950,175000,189950,200000,205000,194950,194450,193699.5,192499.5,185000,173606.5,200000,216500,215000,205000,205000,199900,200000
5517,Forest City,IA,,Winnebago,5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147000,139000,136500,136500,129950,117500,120000,120000,120000,127500,127500,127500,126500,129975,127500,128750,127000,127000
5518,Blooming Grove Township,PA,New York,Pike,5518,235000,238250,239000,229000,239000,249000,249900,239900,229000,229000,219450,229000,217000,214900,211950,219000,225000,215900,199900,215000,215000,199900,199900,199900,199000,199000,193250,189000,189000,199000,189900,179000,179000,179000,179000,183000,179450,165000,165000,185000,184000,170000,185000,186415,187830,189000,184500,188415,189000,179450,179900,169000,176664,181400,185000,189000,179900,184900,184900,179900,180000,174900,172450,179000,178050,179000,179000,179950,179000,169950,169950,165000,164475,157450,164000,169000,159950,155000,164900,175000,174500,169000,167500,169900,169949.5,174900,174900,172500,177000,170000,179500,174500,179000
5519,Afton,OK,,Delaware,5520,257500,260000,281500,275000,251000,275000,229000,229000,237500,272450,279000,252000,255000,264450,264450,275000,277000,279450,275000,269000,269000,249500,254500,259950,289500,289500,275000,269250,280000,279000,275000,249250,253000,249000,267000,250000,249900,239000,249000,256500,249000,258000,249900,249900,254950,235500,235000,265000,239500,253750,249500,229000,256500,265000,264750,256450,249500,249000,249000,235000,235000,249000,252450,259900,275000,299000,299000,299950,289250,289000,269750,252500,269900,299450,299000,299900,299950,299900,299000,299900,296500,288500,265000,259000,250000,275000,285000,285000,299900,299900,299000,277000,275000
5520,Gordonsville,VA,,Louisa,5521,,,,,,,,,274431,269962,254990,250000,249990,249990,261495,259000,261945,263990,249990,261495,255000,255000,259495,261990,267900,272400,284990,294950,269900,284900,268495,273990,269990,264990,273990,269990,274990,274990,296995,285945,316445,309500,299900,319900,336950,322200,299900,299900,315152.5,335000,312990,289700,299900,284990,292245,297445,278745,287990,279900,304945,299000,334900,299000,295000,288600,288500,289200,286262.5,286762.5,289200,284525,284525,289200,324537,339990,357769.5,349950,339170,339645,336800,333045,327100,335600,324120,339170,321750,329950,329975,339900,339900,339700,339945,340900
5521,Chester,NH,Boston,Rockingham,5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356950,349900,349900,339900,327000,339000,327450,320000,329900,372400,339900,374900,339900,339900,389900,384900,389900,384450,379900,374950,379900,377400,349900,349900,349900,399000,389900,389000,381950,369900,379900,374900,372400
5522,Roseland,NJ,New York,Essex,5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000,582499.5,609750,599949.5,589000,599750,579000,545000,570000,589000,550000,550000,555000,555000,552000,553500,589000,571950,549900,549000,519000,559000,534450,549000,499000,519900,534450,549000,524950,519900,505000,530000,539900
5523,North Hills,NY,New York,Nassau,5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599000,1594500,1569000,1588000,1512000,1525000,1614000,1593000,1729000,1678000,1666500,1698000,1662000,1588000,1698000,1717500,1650000,1649500,1628000,1780000
5524,Linglestown,PA,Harrisburg,Dauphin,5524,204900,199000,191000,190950,189700,186000,184900,187900,189000,194900,190450,185900,185900,189900,194900,185387.5,182900,185775,185775,174900,178500,170000,179200,182900,179900,185000,194900,184900,179900,179950,187400,189900,169900,154900,179900,169900,174900,176650,169900,167400,175000,179900,175000,182950,188000,188000,176950,179000,186750,172400,169900,179900,183900,189900,196000,199000,196450,193900,189900,179900,179900,189900,182500,179900,173900,187500,179900,185000,179900,183400,187950,171900,179900,189900,194900,195200,194900,192000,197400,204900,197450,199000,194900,199900,191500,214200,211400,211400,189900,190400,210000,209900,200000
5525,Basehor,KS,Kansas City,Leavenworth,5526,221575,220950,225000,211975,215000,235000,229000,224950,229000,235575,239950,229000,239900,214950,225000,219000,218000,219950,212000,208250,219950,207475,189950,189950,199925,199925,199925,203250,185000,179950,199950,204950,191425,189950,199950,199950,199900,207475,203400,212225,217225,215000,214950,219950,209950,195000,195000,179950,183400,199950,199950,199950,199950,219950,219950,219950,202500,202500,219950,217225,210725,217500,247500,241225,242500,231250,239950,239950,244950,244950,232650,239000,226500,231250,236000,259900,265595,272500,279950,272500,273200,289950,299875,304875,314950,288500,297000,270000,289900,269500,267000,279500,279950
5526,South Shore,KY,Huntington,Greenup,5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,121450,123900,134900,125000,129950,129400,129400,110000,116950,124450,125000,131400,119900,119000,124450,129000,129000,129450
5527,Braidwood,IL,Chicago,Will,5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,139500,135000,135000,139900,137450,141400,139900,139900,139900,136000,130000,124900,129950,124900,124900,133000,138000,139900,140000,145000,142900,145000,145000,139900,146400,145000,135000,135000,139900,139900,139900,139900,149450,149950,143500,139950,149900,150000,150000,156175,139900,159000,159900,159900,154900,159900
5528,New Albany,OH,Columbus,Franklin,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,495000,499000,525877.5,509800,507350,509900,524450,529900,499900,463515,445900,449900,459000,499450,519995,489900,499450,510000,516995,521530,526990,499900,544945,530490,543900,548800,575995,579450,579950,573495,577000,589950,559995,550000,556400,560141,559990,599450,605000,599900,599850,579900,599999.5,599900,612400,606393,599393,595000,595000,619505,607400,597393,599000,594950,599450
5529,Preston,CT,New London,New London,5529,210000,227900,212000,205500,199950,200000,229800,236000,256670,239000,261950,259900,264000,259450,254450,267450,257000,266250,253450,249900,249900,249900,249900,245000,249900,287500,252450,249900,249900,259158.5,249450,239950,236950,229900,239900,244000,239900,239900,239900,242450,249000,254900,249950,263000,265000,259900,237900,243700,249500,237499.5,264000,279000,264000,279000,279900,259000,239350,238800,233450,233450,228800,248900,229900,219900,228800,197900,199900,214900,196000,219900,219950,199900,209900,217400,227450,224900,233000,249900,239900,254900,229900,224900,235000,225000,239900,239900,245000,245000,239900,269700,289000,269700,267250
5530,Donora,PA,Pittsburgh,Washington,5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29900,29900,31900,30900,30000,32499.5,33900,32450,35000,35000,34921,30000,35000,35000,35500,38000,36500,34400,36900,36900,33000,34450,34450,35900,34450,38500,37760.5,42274.5,36500,34900,34900,33900,34900,32450,31450,29900,29410.5,30000,34950,37750,38950,39900,39900,35000
5531,Northumberland,NY,Albany,Saratoga,5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209947.5,217447.5,234000,227000,210000,209980,213000,215000,224900,209000,203000,222450,209900,204900,207900,207900,202200,194400,189900,189900,189900,184750,187500,180900,187900,188900,187900,215000,214950,208500,224900,220000
5532,Glendora,NJ,Philadelphia,Camden,5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139950,139900,145000,139950,149900,155000,155000,149900,149900,149900,149450,149750,149000,142612.5,141098.5,130000,132450,125000,117750,117500,114900,112900,111950,110950,107400,113450,129000,142499.5,142499.5,139000,139900,149900,143750,136620,144950,125000,129900,132351,131065,129450,124900,135999,133450
5533,Summerfield,NC,,Guilford,5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462400,446950,462450,449450,472400,492000,499900,549949.5,489000,524900,480000,484200,479900,475000,495000,489000,475000,475000,494900
5534,Town of Epping,NH,Boston,Rockingham,5535,229900,234900,234900,229900,229900,219900,229900,230000,249900,249900,264900,249900,234900,239900,239900,254950,268950,239900,235000,239900,249900,234900,237400,234900,229900,229900,235000,239400,245250,239900,239900,239900,235900,235900,235900,239900,247900,252900,259900,259900,262400,257000,257000,245700,250000,249900,259900,254900,254900,254900,259900,251200,272400,274900,264950,259900,284900,287400,279900,259900,279900,289600,289600,289600,279750,274900,268542,259900,270000,249900,249900,249900,249900,269900,269000,259900,271950,269000,269000,302450,302450,279900,275000,309200,310000,339900,358280,358280,349900,300000,339900,339900,324450
5535,Reedsport,OR,Roseburg,Douglas,5536,,,,,,,187000,195000,199450,199900,189000,187000,162475,159000,159000,154900,159000,149900,139900,139950,139950,141450,139900,142900,134900,149900,149900,149900,154900,150000,149950,139900,139900,149500,171950,150000,149450,149000,145000,162000,163700,169900,178950,159900,159900,165500,159900,159900,165000,157000,149700,159000,152950,154400,139450,139900,150000,139900,144900,154950,150000,156500,154950,153950,147450,162900,158950,158000,159900,159900,157000,150000,150000,147500,145000,149900,159900,169500,169900,185000,169900,175000,179900,177450,195000,195000,195000,195000,190000,185000,185000,185000,182450
5536,Nottingham,NH,Boston,Rockingham,5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274900,292200,287400,289900,284900,289900,290000,294500,299900,299900,284900,282400,305000,305000,299900,298450,299900,305000,309900,309900,314900,314900,327400,334900,339450,339900,344900,341950,349900,349900,329000
5537,Rincon,GA,Savannah,Effingham,5538,169900,169000,169800,159950,160000,159900,159900,159900,159900,159900,154900,154900,149900,146500,145000,149400,145000,144900,143187.5,139250,129900,135000,129000,137450,129000,149900,135000,134000,129000,129000,143450,149450,152900,149900,149900,161900,160000,144950,149900,149900,149900,151100,149900,149900,142500,139900,139900,149900,153550,159900,159900,161610,176000,171000,177000,178450,174950,177450,185000,187500,175900,177900,185900,172400,169750,175900,179900,183250,183250,175000,159900,167900,172450,168950,165000,169450,194900,199450,187950,189900,185000,190945,184900,164900,166450,154900,177500,179900,179900,189900,189500,194900,180000
5538,Clarks Summit,PA,Scranton,Lackawanna,5539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211000,214900,214900,194500,184900,216700,197200,194900,189900,197200,185000,188350,194900
5539,Brielle,NJ,New York,Monmouth,5540,649950,649950,649000,645000,599980,599450,622000,639000,647450,649900,604950,569000,560000,542000,569900,560000,578388.5,564450,564450,559900,568900,568900,559900,577777,622000,599000,550000,588000,590000,588000,581500,554450,544450,569000,595000,634450,659000,629900,654450,699000,699000,654000,654000,649000,698750,704499.5,679000,659000,644000,674450,637000,637000,724000,729000,741500,699000,699000,649900,699000,649000,694000,749900,779500,717450,689900,670000,707000,704500,710000,699000,699000,679000,679000,651500,625000,634900,674900,675000,675000,669000,665000,689900,694950,664000,699000,719450,719900,719900,699450,682000,699000,729000,749000
5540,Salado,TX,Killeen,Bell,5540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349950,319000,345000,324950,324900,339900,335000,342410.5,339900,339900,359900,335000,342000,347000,349000
5541,Randolph,VT,Claremont,Orange,5542,,,,,,,,,,,,,,,,,,214000,189000,175000,175000,185000,209000,199000,209000,209000,209000,199900,199450,179000,179000,199900,192250,202500,192250,189750,190000,184500,193600,222500,195000,195000,199000,199000,199000,199000,199000,212000,212000,212000,211000,210000,198700,209000,199900,197500,199000,199000,199000,215000,204000,197000,197000,197000,215000,220000,225000,210000,210000,210000,210000,230000,205000,197450,197000,199000,199900,202450,199450,205000,192500,219000,199000,197000,197000,195000,199000,202000,217900,229000,226500,220000,219000
5542,Mancelona,MI,,Antrim,5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,89250,86250,87500,88000,87500,79900,79250,79900,79900,75000,79000,79500,79900,86497.5,87000,84900,84900,89900,83900,79000,79800,75120,84900,84900,79900,79000,74900,78900,79900,88250,89000,87500,84900,84900,79900,81400,89900,99900,96900,99700,99450,97950,94900,99000,107000,109000,90000,95400,105400,99250,99900,99900,109850,109900
5543,West Peoria,IL,Peoria,Peoria,5544,79900,79900,79950,82900,79900,79900,82900,84900,79900,74900,71000,74400,74400,66400,72000,69900,69900,77450,79900,79900,79900,79900,79900,79900,79900,69900,70950,73450,77000,69900,69900,68900,64900,74900,83900,79900,82900,86900,84900,83900,79900,74990,74900,74990,72450,69945,69900,69900,75950,74900,74900,77250,79900,79900,79900,79900,79900,79800,79900,79900,79900,79900,81000,86000,89900,79850,79900,79950,82250,79900,72950,74400,74900,69900,74400,79900,79949.5,79900,79900,79900,79900,79900,77500,77500,79200,74900,72400,75900,79450,79900,74900,75500,74500
5544,Manistique,MI,,Schoolcraft,5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000,139250,154000,151950,151950,149900,144450,129500,127000,129900,145000,132000,132000,117000,117000,119000,119500,120000,137000,145000,142000,135000,142000,129700,131000,124950,115000,115000,107450,97000,95000,95000,89900,99000,110000,109000,115000,114900,114900,114750,110000,99500,99500,109250,108500,113500,116000,115000,95900,105000,99999.5
5545,Jamestown,KY,,Russell,5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,165000,169900,165000,159000,165000,169900,158750,151950,149000,149900,139250,139700,139700,144450,149900,165000,159900,172500,180450,172500,174950,169950,169950,189900,189450,177000,175000,173450,174900,162250
5546,North Branch,MI,Detroit,Lapeer,5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108950,114900,112900,112900,117900,122250,126200,134900,136000,129900,129950,130000,129900,129900,129900,127950,129900,132000,129900,141900,139450,134200,126450,129900,124950,112400,125000,129900,132200,139900,139900,156900,151900,159900,151500,148450,147900,136950,129900,130000,127450,134900,153900,147900,169900,174900,179900
5547,Hurlock,MD,Cambridge,Dorchester,5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164450,169000,159450,169900,159900,149950,149900,159900,164900,159900,159900,159900,155000,169900,169999,169999,169999,169949.5,154560,166950,169000,162400,169000,159900,159900,164900,159450,159900,169900,169999,169999,169999,184000,184000,182000
5548,New Garden Township,PA,Philadelphia,Chester,5549,,,448950,448000,419000,414000,419000,416500,406950,419500,399700,427450,424500,399500,399900,409900,422450,422450,414700,399900,399900,395000,399900,397500,397500,412400,426900,404950,404900,409900,414450,399450,399450,409400,399900,399450,399900,399900,430000,430000,437450,439000,426249.5,434900,429000,439900,434900,429900,429000,419900,419450,430000,434444,432172,442900,468000,469900,459000,459000,450000,419900,419900,438500,449450,422400,432400,438000,429900,438000,459900,459900,450000,409900,419000,449000,425000,434900,449000,429500,429950,449450,458900,449900,452000,452000,449000,439900,438500,436700,425000,422400,409900,399900
5549,Springfield,GA,Savannah,Effingham,5550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124825,120000,119900,119900,120000,129900,128000,137000,139900,139900,139900,144900,144900,143900,132800,131500,130000,132800,134600,133650,139937,136925,133625,133505.5,132800,135536.5,133762.5,133625,133386,140000,149207.5,155000,155000,157125,148695,150015,150350,150350,150015,149900,142500,149900,152950,161025,163900,154350,157900
5550,Boyne City,MI,,Charlevoix,5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,244000,237000,239000,227400,204950,219900,222450,249900,237450,204900,198500,228000,249900,272450,249900
5551,Howland Center,OH,Youngstown,Trumbull,5552,124000,129900,126450,121450,112900,109950,118400,121450,120700,116450,115000,110000,110000,110000,120000,124500,120000,124950,119950,120000,117000,115000,118000,117000,119450,109000,99950,109000,105000,107500,107500,105500,105000,104500,121200,113450,105900,104450,99900,115000,124900,124450,123900,117900,116450,117000,119900,122500,122500,119450,119450,117000,122800,124988,124988,129900,134900,129500,129900,116000,117000,115000,113000,113950,125000,129900,132450,139450,129900,129900,129900,125900,114900,119000,122000,125350,129000,129450,130000,130000,133700,136500,139900,137450,135450,135900,136900,139900,143750,139000,139900,137500,139550
