index,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
422,"Laurel, MS",422,125000,119000,129500,124950,125000,124000,120000,119900,115000,119450,119900,119000,116000,119900,119950,123500,120000,119300,120000,124900,120000,111500,105000,99999.5,99000,99000,99250,104900,99900,99700,99900,115000,104250,112000,121211,119000,102450,115000,125000,128250,129000,129450,132500,124900,129000,129000,126000,137000,121200,128950,125000,120000,134900,134900,127000,123200,119000,121250,120000,119000,109000,110300,107500,103400,109900,102250,109750,110000,110250,99000,109250,101950,101950,99000,107500,109900,119900,118950,121900,119450,119000,115000,119000,118950,119450,117800,119000,119000,119000,129000,131200,129900,131450
423,"Russellville, AR",423,129000,127250,129000,129900,131000,132500,134900,134950,135000,130000,130000,133700,134900,129900,129900,134900,137900,136200,134900,129950,132000,129900,130550,134900,130000,129900,129500,129900,129900,129500,127200,127550,121200,124700,124700,126000,128900,123500,124900,125000,124900,120000,123900,124500,119850,114400,113000,112000,113000,114900,117900,119900,119500,119250,117900,115000,115500,119900,119900,122900,122450,128950,126900,126450,123900,124900,124900,119900,119900,120750,119900,119500,124500,121000,120750,120000,124900,127500,130950,129900,124000,124450,124900,127000,125000,125000,125000,129000,130224.5,129900,133750,134700,139700
424,"Branson, MO",424,179900,174900,173700,169900,169900,169000,162900,166900,169000,168900,165000,159900,159000,139900,160000,169900,172500,169900,169900,169000,164900,162900,155000,157750,157750,144900,144900,143900,146500,145900,149000,144900,149000,149900,148900,145000,145000,149000,146250,149500,149900,149900,150000,150000,149900,149900,149000,149500,149900,154900,159000,159900,159900,159900,167500,164900,165900,162500,164900,164900,165900,162000,159900,169800,169000,160000,164900,159950,160000,159900,159900,161700,160750,160000,160000,160000,160000,162350,159900,164600,160000,165000,165000,164900,165000,169900,165000,169900,169900,174900,175000,172700,170000
425,"Midland, MI",425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,137900,134900,133000,124400,123900,127000,128500,134450,135000,135000,136000,131500,130000,129500,125000,124900,124500,125500,129900,129900,135000,139900,144900,139900,142000,138900,133350,127500,124999,125000,129844.5,142000,142950,144950,142250,144900,139500,138500,135000,134900,135000,137500,139900,144000,145500,150000,149900,149000,144900
426,"Opelousas, LA",426,134900,136900,119500,119500,130000,137000,129900,139700,139700,149450,135000,129900,110000,99950,108000,108000,114750,119000,124900,124000,128000,129950,134900,135950,139500,135000,135000,130000,129000,126750,129000,133000,120000,119000,118000,115000,115000,110000,115900,124900,129900,129250,124950,129500,129500,133500,130000,131000,127250,125250,130500,139900,149000,149000,156000,162000,153000,149950,149900,144900,139900,148500,148750,149700,147450,149900,150000,142000,143500,142000,156450,152000,159000,149950,139900,150000,151950,139900,139000,142000,136500,139450,132500,135000,144200,139900,139450,140000,152000,154000,140000,148750,145000
427,"Pocatello, ID",427,129900,134700,129900,124000,122200,124900,128950,134500,132950,134000,129900,121000,119900,114900,120000,124900,124950,125000,124900,124900,121900,124900,119900,119900,119900,129400,132700,137700,139900,133450,132900,135900,134900,134925,148790,145000,147900,153000,149900,149900,144700,149900,149000,143900,137450,134900,134250,132000,129900,129900,129900,135500,137900,145000,144950,146590,145000,139900,139900,134900,134950,139000,139900,139900,139500,139900,139450,134900,137850,135900,132750,132500,134900,134900,139000,139900,144950,149900,149900,149900,144900,149900,139900,144900,144900,139950,149900,157900,159900,165900,169000,165000,152450
428,"Kokomo, IN",428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,68000,69900,69900,69900,75000,79900,79900,79900,79900,78900,76900,74950,73900,76300,76600,82500,79100,86400,86900,84900,87900,85000,82500,83000,79900,79900,85500,84900,78000,79900,81200,89000,94900,89900,88000,79900,79900,78900,79900,79900,87500,89900,89000,89900,89900,84900,89000,86500,84900,85000,89900,94950,105450,99900,89900,90950,83700
429,"Grants Pass, OR",429,234950,229900,232762.5,226207.5,227250,229000,227139,225000,229000,225000,215000,199900,190000,189900,199900,195000,198700,199000,199000,199900,204250,197900,189000,175000,176450,179900,189000,186000,189650,189900,195000,225000,225000,225000,239900,238375,235000,239000,249450,249900,259000,259900,258250,249900,249900,255000,252500,249999,253150,257900,257900,259900,265000,265000,265000,269900,269900,265000,265000,265000,265000,259900,259950,265000,279000,279880,279000,269900,271450,269950,269000,261000,270000,275000,278944,279000,299000,310500,300000,299500,299000,299900,299900,303900,312000,314000,315000,324000,335000,349000,348750,348250,339900
430,"Huntsville, TX",430,137950,138000,139000,142750,144900,139900,137500,135000,139900,140000,139900,139500,139900,135000,134900,139700,139900,139900,139900,143750,135000,127950,129900,129900,129000,129900,129775,129900,134500,129775,129500,129775,129775,129900,129900,129900,131000,135000,134900,138900,139650,139000,139000,140000,144900,147000,144950,149900,149900,149500,147600,148200,158000,160000,159900,159000,166000,172750,172500,169900,168200,174000,185000,186800,185000,180000,183900,189000,188500,185450,185000,190000,190000,180000,179900,179900,185000,183500,184950,189000,189000,188139,189000,190000,191500,185450,185450,189950,199000,199900,199900,199900,199600
431,"Town of Plattsburgh, NY",431,159900,155000,155000,159900,164900,164900,165450,169450,172900,169900,172900,167900,169000,169000,163900,162900,162700,164900,159900,159000,159900,159949.5,155000,155000,155000,159000,157450,159900,149900,149900,149000,145000,149900,149900,148000,144450,139900,139900,149450,149900,153900,159250,152250,149900,149900,149900,153450,159500,153000,149900,158000,159900,163900,163900,157750,157500,153500,149250,145000,144900,142900,146900,144900,149900,149900,154900,144900,149000,149500,145000,145000,139900,139900,139999,149900,149900,155000,158900,155000,158950,149900,149900,149900,150000,155000,149000,149250,149500,152450,148450,149000,149900,152000
432,"Grand Island, NE",432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141750,140495,144500,144900,149900,156000,161200,163200,149900,160000,165000,162450,151000,150950,154000,153200,159900,169000,175000,168000,164900,159900,155000,159900,159925,165000,165000,162500,164900,169950,168500,169000,172000,169500,167475,169500,169900,169900,169500,169000,169900,168750,171200,174900,175875,175850,184500
433,"Du Bois, PA",433,,,,,,,,,,,,,,,,,,125000,129000,129900,125000,132900,129950,139000,129450,129950,140000,127000,137000,128400,124900,124949.5,134950,134900,135000,134950,137900,134900,134950,134202,134950,135000,134900,131000,129900,129000,122900,121000,122900,122250,121500,122000,128000,126200,125000,127750,124700,126200,117000,120000,118000,124950,124900,126500,129000,134900,134950,129950,125000,120000,120000,129900,118150,109288.5,111900,117300,119000,120000,121000,120000,120000,119000,119000,114000,111000,98700,105000,114450,120000,127450,115000,124900,124900
434,"Danville, IL",434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,68200,65000,64950,64900,65900,73400,69900,69900,69900,69949.5,69900,69900,69850,69900,71950,70000,74249.5,75000,75450,74500,72000,72000,69900,69900,71250,74900,74900,74900,79900,77000,74999.5,75000,74950,72900,68250,67000,64900,67500,68250,68750,69900,67200,69000,69900,69700,66900,64000,63000,59999.5,62900,64900,64900,69900,69000,69900,69949.5,69900
435,"Manitowoc, WI",435,120000,117900,123900,121950,124900,118500,119900,123900,119900,119900,119000,114950,114900,117500,114900,112250,119500,114900,117000,114900,114900,114800,114900,111700,109900,109900,114900,119900,117400,112900,114900,114800,114900,114900,118400,114950,109650,109900,109900,110000,119500,119850,117900,119900,119900,115000,110945,113950,114800,114900,114900,109950,111950,113500,114900,113250,111500,113000,114900,110000,109900,109900,110000,109900,109900,110000,109900,109900,109900,109000,107000,105450,109500,107850,109900,109900,111750,114950,115000,114900,113900,113900,109900,109950,105000,104400,104850,99900,109900,112500,117250,115000,114900
436,"Great Falls, MT",436,157000,159900,159950,162930,164900,170950,174050,174050,184900,179900,179900,177000,169900,169900,165500,169000,169900,171750,174250,174900,175000,169000,159900,159900,159000,156250,159950,168000,166900,165000,165000,159876,158600,157950,184000,186900,179500,185000,182995,179900,179900,178900,174825,168700,174000,174900,174900,174900,174500,167000,169450,174900,179000,179900,188500,185000,185000,179900,179450,179900,185000,179950,180000,181500,179900,182475,189000,185000,179900,182000,184500,180500,183450,182000,186500,189900,188700,184900,189900,188250,180000,179900,179500,177200,179900,180000,186450,185000,184000,189900,195000,189900,193450
437,"Wilson, NC",437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000,135000,130700,132450,132450,132000,135000,139900,136950,139900,139900,132500,134900,129900,134900,134900,137750,139900,139900,138700,134900,132900,129900,129900,128450,134900,134900,135000,134900,144950,134900,135000,135000,125000,124950,108900,106400,103450,115000,125000,125000,134900,137900,135000,133200,129900,132450,131900,130950,133900,134900,135400,135000,135000,139900,142700,143200,144900
438,"Cullman, AL",438,170950,172900,164950,165200,169450,169900,164900,164900,145000,144900,149900,144900,143900,140000,147900,149900,149900,149900,150000,149900,149900,144950,139900,139000,139900,144700,140000,154000,144900,149450,149000,147900,139900,139900,144900,144900,143750,144900,149900,149000,149900,149900,149900,149900,149900,149900,145300,144900,139900,149950,155000,159900,159900,157000,158000,168450,169900,169000,164700,159900,160000,164900,169700,169900,162500,164900,164900,164900,165000,165000,163250,159900,158450,159000,149950,149900,155000,151000,159900,161000,159900,159900,159900,159900,159900,160117.5,165000,182475,199900,209800,211650,209900,219000
439,"Town of Olean, NY",439,133450,130950,132000,120950,119900,121900,120000,119900,121450,119900,119000,119900,119900,118950,124950,121500,119000,123500,121700,112700,114900,119900,127900,129250,126000,120000,130000,118000,119999,124900,124900,115000,119250,119750,120000,125950,129900,129450,129250,119900,119000,119500,125000,119950,119900,119900,119000,119900,119900,119000,119000,115000,119000,109900,109900,104000,108000,111490,111745,112900,119900,115000,113500,109900,109900,113400,116200,116900,115000,119000,119000,119000,119000,110950,114800,110000,110000,114900,107900,104900,104500,104500,109000,110950,114000,112950,117500,114999.5,110000,111500,116000,113900,116000
440,"Auburn, NY",440,149900,149900,149900,149900,149900,149900,149500,149250,149900,149000,139900,139900,149000,139900,139900,143950,143950,139900,144900,149500,149250,139900,149250,149900,149950,149900,149000,149250,149900,149900,147500,146250,137900,129500,134900,137900,139900,135000,139900,139900,144900,150950,149900,149900,149900,157000,159700,159500,159950,159700,154950,159000,149000,144700,147750,139900,134900,133700,129900,129900,134900,134500,129900,126900,134900,139900,134700,129950,129900,128900,129000,124900,119900,121500,119900,127750,129900,134900,129900,134900,129900,124900,120750,119900,121500,114900,119900,122100,124900,134900,134900,130000,131450
441,"Portsmouth, OH",441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,99000,109900,106450,99900,109450,109900,114000,103500,97900,99000,99000,94900,94900,99250,105000,114900,119900,119000,119900,119900,120000,119950,122900,117000,114500,114500,109900,119000,119000,120000,119900,119900,119900,119900,119000,119000,119450,119900,119000,119900,119900,119900,119900,119950,119000,118000,113000,98950,99500,99900,104900,109900,110000,115000,115000,114900,112250
442,"Athens, TX",442,185000,179900,184300,185000,189000,189900,193900,179900,179900,179500,184500,167497.5,169250,169250,174900,181000,179000,185000,174000,169900,162700,156500,149700,149500,149900,149900,161350,172500,179900,189000,179500,179900,189000,185000,185000,179500,179250,179000,179000,184000,189900,189500,189500,189000,182500,175000,174500,179900,178600,184200,189000,200000,224000,205000,219000,210000,199250,192200,199000,199000,199900,199949.5,220000,225000,224900,225000,224900,224900,220000,225000,224900,225000,225000,225000,235000,236000,239000,239000,242900,240000,245000,248700,239950,228900,225000,230000,239000,240000,242200,240000,240000,239900,240000
443,"Oak Harbor, WA",443,329000,325000,325000,325000,329950,335000,330000,329000,335000,329000,329000,317975,305000,310000,309900,299000,299250,299950,299900,299000,299000,294900,285000,284900,279900,275000,279950,289000,298000,299900,299900,299900,299000,298750,290000,295000,294000,274500,279900,299000,315000,327500,339000,335000,334975,329900,314950,299900,299000,299950,325000,329000,329800,337750,340000,339000,339750,339500,345000,329000,329000,325000,325000,335000,335500,349900,349900,350000,349000,349000,343000,343000,339950,335000,329900,348250,360500,365000,369000,369850,369500,369950,359925,359000,359450,349000,349900,369900,385000,396475,395000,395000,389000
444,"Chillicothe, OH",444,,,,,,,,,,,,,,,,,,,,,,,,,92250,94900,92450,95700,99450,113000,104900,107900,99900,99900,109900,108900,109000,109900,110000,109900,109900,110000,110000,112900,109900,110000,110000,109900,109900,113200,114950,115000,119900,118000,119000,119000,119000,119900,119950,118750,122000,123900,124900,125000,128900,128900,122950,119900,119700,119900,124900,117000,114950,118000,124250,124900,129900,129900,134900,129900,134900,129900,121000,122000,127250,124900,119900,124950,125000,124950,134900,132000,135000
445,"Hinesville, GA",445,147250,149900,149900,145900,142700,139900,139900,138500,137900,130950,130000,131900,133500,131900,138900,139900,143000,142000,139900,139900,139950,140900,144800,139900,139900,140000,136900,133400,138950,130000,119200,125950,132950,129900,129900,130000,129900,133650,137700,137900,137900,139500,137700,142100,142100,153272,154900,149900,154900,155000,154900,147250,152700,150000,146000,141650,139599.5,139250,140000,144950,139900,135000,130500,135900,138500,142900,145900,141950,145990,147500,140100,134000,140000,139975,139925,145000,149900,144900,144500,139000,138200,140000,140000,145000,149900,150000,149999.5,154900,156000,154900,164900,165000,167327.5
446,"Somerset Township, PA",446,149450,149900,145000,138000,129900,129700,129900,131450,129900,129900,131200,134900,143000,148900,149900,149900,149900,149000,144900,141250,141250,145000,159000,156450,144500,144900,155000,152800,149900,162750,149900,152900,154900,156250,154450,150000,150000,153900,149000,152900,153900,149900,149900,150000,149900,149900,149900,145000,148900,144945,144945,149000,150000,147500,144900,147500,149900,165000,154950,155000,156250,159900,159000,160000,167750,169900,165000,165000,164900,164900,159900,156750,150000,149900,149900,158000,159950,159000,155900,149900,157250,153500,149900,152950,155000,155000,149950,155000,159000,164200,166250,164900,163200
447,"Warsaw, IN",447,146150,149194.5,149900,149900,154900,159000,162500,159000,150000,149900,148700,139000,137950,139900,149000,149900,157700,159900,159900,154900,152250,150000,149900,139950,139900,135900,142600,149900,144900,145000,144900,147700,145900,142900,149900,147900,154000,155000,149900,156900,162950,168000,168000,164900,177000,174900,159000,159900,149900,150000,158950,174500,175000,179700,184950,179900,187000,188900,189900,190000,189250,189900,189000,189000,189900,189900,184900,179900,179000,175000,169900,172500,164000,169900,176702.5,175505,182000,185000,184250,179900,184000,179900,183450,179900,179900,184900,197400,193700,198250,209950,215000,199000,199000
448,"Stillwater, OK",448,152450,150000,149500,145000,144000,144500,144500,144530,145000,146794.5,144700,144900,143200,144900,145000,149000,149900,149000,149782.5,145900,145000,141700,139700,139716.5,135000,133565,146500,139900,138435,135250,130000,125000,129250,125750,139160,139744,144803,145323,143500,144500,144000,145500,144500,145000,145930,145915,145000,149500,154743,152000,149922.5,149900,151500,154743,154821.5,150500,154500,144950,149945,152870.5,149900,150000,159250,159000,156500,159000,160000,159900,159500,154674,159000,159500,155500,155500,158500,160673,165000,164900,161500,161500,165000,165000,164500,165900,165000,167250,169900,169000,179000,183250,183000,179900,180000
449,"Quincy, IL",449,109950,99900,109900,109900,114900,112900,116450,115000,114900,117900,119900,114950,109900,112500,115000,115000,114950,108000,109900,109900,109900,118200,99900,89900,94500,91500,94900,104000,95000,109900,114900,109900,109900,99000,107250,114700,116200,116200,113700,114500,115450,114700,109900,109900,108000,102000,99900,99500,102995,109900,114485,115000,109900,115000,113900,110950,113250,112500,109900,109700,109900,114900,109900,113700,110000,113500,119900,116000,114900,110000,115000,114900,114950,114900,117900,119000,119000,119900,124900,120000,114900,114900,111950,109900,111000,110000,115950,122900,124900,124900,119900,122950,119950
450,"Keene, NH",450,228000,224900,219900,219000,219500,215900,214900,209900,199900,208950,217800,209900,199900,199000,194132,199000,209000,199900,199900,199900,199000,195000,189900,185000,179900,174500,189500,189900,189900,189900,196900,199500,199500,199000,198950,195000,189900,189900,189900,195000,199900,199900,199900,199000,199500,200000,199000,199000,190000,190000,192500,192450,199250,199900,199900,199900,199930.5,199900,201000,199900,199355.5,199000,192250,199900,210000,205000,199900,199900,199900,199900,199000,196600,199250,199000,199450,199900,199900,207250,199900,199970,199995,204900,199500,198750,198250,199900,199250,209900,219900,225000,224500,219000,212000
451,"Sandusky, OH",451,,,,,,,,,137700,137000,132900,127838.5,124950,121400,129900,129000,129900,134900,134950,129900,130000,132450,129900,129500,133350,132450,130000,139900,154900,149700,145000,154900,148500,139900,158900,157000,158900,159900,165900,166150,164900,166400,162700,166400,169100,165900,162900,153700,152249.5,149900,150000,149950,150000,152900,151249.5,152699.5,154900,153000,149900,141000,143950,149900,149900,152499,153400,155450,159935,159900,155000,157400,149900,149900,149000,149000,145500,149900,149900,150000,151825,149900,145000,149900,149900,150000,149900,159900,154900,158500,159950,159900,159900,158000,159900
452,"Searcy, AR",452,127450,134000,124250,124900,124900,134000,130000,130000,132750,139700,138200,132500,129000,129000,129900,134450,137700,135000,134900,134900,134000,134950,138000,134700,135000,137500,137250,126900,124250,128600,130000,139500,137000,134900,132500,134900,134500,139250,141500,139900,141900,139900,139900,137450,138500,139000,132900,135000,129000,129900,129900,129000,129950,135000,129000,129000,129900,132500,130000,135000,129950,129900,129950,127000,132500,134500,132250,129900,134950,133000,128000,124900,127500,124900,124900,125000,123500,129900,133750,131450,127700,124700,124900,120000,125000,129900,135000,135500,134500,138500,140750,144100,147000
453,"Columbus, IN",453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144950,149900,149900,153500,149900,150000,149900,149900,149900,144900,145000,149900,160000,169900,168500,169900,169900,159900,159900,155900,149900,163405,163910,164900,163900,164950,159900,169900,180000,179900,179900,179900,189900,174900,176500,178700,185000,181000,189900,192500,189900,189900,189900,184450,184900,184900,189500,185900,187999,194900,199900,202900,208543.5,200000,199900
454,"Roanoke Rapids, NC",454,159900,159900,162900,162900,159900,159900,159900,159950,159900,161750,165000,157950,140000,142450,140000,134500,135900,138900,134900,134900,133250,125450,125000,122500,124900,119900,121000,119900,119900,125000,124500,119900,117500,118950,135000,137500,126900,125000,127250,129000,129000,132000,127950,132700,129900,129700,129000,124900,119950,120000,125000,129250,134950,132450,129500,129900,138250,139950,129700,126950,126400,132400,134450,139450,139900,137000,144900,139900,139900,135000,139000,137450,135750,135000,129450,129900,126400,129900,129900,134900,129500,125450,124900,119000,119950,114500,119900,129900,125000,119900,119900,119900,115000
455,"Centralia, WA",455,207000,200000,199950,199000,189999,194500,197000,199250,199999,195000,189700,179900,174700,169900,179900,179950,186950,198500,189900,199000,192000,189900,179500,174900,175000,179900,180000,179900,179900,180000,179900,174999,175000,174900,169950,172500,171250,175000,175000,169900,179900,179900,179900,179900,174900,179900,168000,174700,174900,174900,177000,179900,179950,185000,189000,190000,199000,195000,197937.5,189450,181000,179000,179900,179900,184000,182500,184250,185000,189900,184925,189900,189500,179250,179900,189700,195000,192000,198900,204900,199900,198750,199250,198000,197500,192000,195000,209905,219000,226000,239450,244900,240000,239900
456,"Casper, WY",456,158250,159450,155000,153500,153500,171000,169900,175000,183900,178700,175000,168400,165000,161750,170000,174450,182250,179900,182750,188250,188500,188000,190000,180000,183900,184000,185000,187000,186700,189500,189900,190300,189900,189000,199900,189900,197900,193500,199900,199900,209000,210000,199950,195250,219700,223562.5,220000,224900,224000,233000,235900,240900,245500,249000,249250,246550,252450,235000,230000,234950,233000,240000,245000,249900,250000,249900,249900,249500,242950,239900,232000,229450,221250,225000,226900,225000,225000,224900,225000,224900,225000,225000,220900,224000,218475,201550,212400,210000,220000,220000,220000,215000,219900
457,"Helena, MT",457,226950,224900,225000,229000,234950,239300,234900,235000,235750,239900,224900,212450,217500,218900,219900,224900,227900,228450,225225,219450,219990,219945,209000,202845,199900,204950,205450,209900,209900,215000,205000,208900,199900,204000,223640,219900,224900,224900,224270,240000,239900,240000,249000,249900,256500,255500,249000,225500,234900,242000,239900,239700,235000,239900,239900,239900,239900,239900,245000,245000,249000,249900,250000,259000,261125,265000,269000,269900,274000,275000,273900,269900,269900,269700,264700,269700,275000,279000,279900,279900,279900,279900,284900,284900,285200,289000,289000,289000,284900,279900,284650,280000,281900
