index,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
2138,Hancock,GA,Milledgeville,13,141,2139,221950,199755,224900,219000,219000,219000,199900,199900,199827.5,199755,199500,199000,189000,187000,194250,199000,199827.5,199827.5,192400,188000,185000,179900,176900,175950,164900,175000,169250,169000,162000,150000,149900,159950,150000,150000,152250,166449.5,174975,174925,174900,177000,175000,175000,150000,166000,150000,150000,150000,174900,165000,165000,165000,179000,165500,159950,172450,175000,165200,159000,150000,169000,182400,171950,167000,175000,160000,159000,157000,160000,165000,155000,169500,157900,160000,170000,180000,183500,185000,195000,195000,197500,189900,189950,185000,179900,174450,178900,195000,195000,190350,190000,190000,187450,177250
2139,Caldwell,MO,Kansas City,29,25,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,117500,115000,114900,114900,108000,105000,96000,103500,102500,93500,101250,101700,111000,111000,122450,122450,115000,129900,134900
2140,Wilson,KS,,20,205,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85200,83900,79900,77000,76500,79900,79900,88400,80282.5,79500,79000,80000,78750,75500,74900,74950,74900,69750,64500,66250,69750,57900,55000,55000,56400
2141,Mitchell,TX,,48,335,2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89500,92450,89700,89500,88500,86500,78000,79500,79500,79750,79750,84000,79000,85000,90000,85000,85000,86000,88950,80000,85000,86900,85000,85000,79679.5,80000
2142,Greene,IA,,19,73,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000,104000,104000,85500,89000,88000,88000,79950,85000,85000,89900,88450,82750,79900,79900,79450
2143,Forest,WI,,55,41,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,161950,157900,157450,154900,163450,154400,154900,149900,149000,149000,149000,144900,144900,144500,144700,160000,162450,162450,169900,167450,169900,169900,165000,169900,169900,165000,165000,165000,160450,165000,161912.5,159500,155000,149900,149900,145450,148500,149450,142450,149900,149900,148500,152500,149900,149450,149900
2144,Deer Lodge,MT,,30,23,2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172500,175000,182500,199000,180000,169900,163500,163500,169500,163500,161250,150000,144950,144950,152450,154900,160000,150000,159450,163000,161500,163500,164000,169500,185000,187000,179500,177000,177000,179500,185000,169000,161950,155000,155000,129000,129500,129000,127000,117250,119500,119000,126250,125000,139000,135000,129000,129000,129000,135000,128000,124000,139000,141250,149000,149450,159000
2145,Carroll,MO,,29,33,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86500,76950,74900,74950,69900,68000,66200,74900,74900,76500,80000,76750,84950,84950,80000,84200,75000,81750,87200,84200,79950,83500,69900,69900,67500,74900,84200,96250,92500
2146,Clarke,IA,,19,39,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000,109000,117450,124900,109450,109900,109450,109000,109000,109000,96900,99900,114700,119947.5,114700,125000,109000,106950,104900
2147,Richmond,VA,,51,159,2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,179950,179950,189900,179950,179000,179450,179900,184900,179900,179900,179900,169250,175500,169500,198500,199450,199000,199000,178250,168900,176000,197500,195450,194900,197500,188500,188250,188000,189000,189000,179900,174900,189000,183500,181700,179450,179000,177600,175000,169000,169000,179000,179000,188000,199000,177000,169900,175000,169000,169000,178450,184450,195000,195000,196000,195000,195000,204098,214348
2148,Beaverhead,MT,,30,1,2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000,202450,199900,209900,212975,206250,209000,217450,235950,235900,225000,228750,253700,235900,225000,236950,239900,222000,219000,229000,229000,229000,219000,222000,246500,225000,225000,225000,236250,225000,225000,225000,239000,239100,253000,235000,235000,232000,240000,259000,262500,265125,259000,265250
2149,Rosebud,MT,,30,87,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167450,156250,152500,160000,156000,155000,159900,159450,162500,162000,160950,149900,139450,139450,139900,139900,144500,143250,139000,150450,155400
2150,Brewster,TX,,48,43,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186500,211500,211500,225600,237000,220000,222500,220000,202500,198250,198000,198000,204000,198000,204500,215000,227000,225000,229500,229750,215000,225000,229450,222500,235450,225000,199000,201950,199000,204000,207000,215000,220000,217500,227500,227000,209000,235000,210500
2151,Grand,UT,,49,19,2152,299000,299400,297500,265000,297500,299000,315000,298000,298000,297500,298000,289000,278000,279000,265250,275000,275000,277000,279000,267000,259900,259900,259950,259900,257000,267600,259000,259000,259000,248900,244725,248500,244725,248500,248950,259900,274500,277000,274500,274000,275000,274000,252000,251000,249000,249000,245000,237000,239000,251000,277450,289450,291950,285000,283900,288900,286350,298950,299000,299450,299450,295000,299000,299700,299450,290000,305000,309900,315900,320000,325000,332250,341500,339000,345000,345750,339450,339000,349000,344450,349000,349000,337000,334500,329000,329000,349000,360000,372400,389000,389000,389000,395000
2152,Maries,MO,,29,125,2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,108000,120000,113250,112500,111900,115000,115000,110900,118250,117000,117500,102000,102000,119900
2153,Hamilton,NE,Grand Island,31,81,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157400,149900,164900,149900,154200,159900,169750,176500,167450,165000,185000,162450,162500,159950,159950,143700,139950,164900,147500,159900,169450,177000,149750,150000,150000,158000,177000,165750
2154,Stillwater,MT,,30,95,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267900,269000,284950,279450,274000,279000,272500,270000,259000,264950,270000,264950,282500,285000,274900,282000,285000,299000,313000,324500,315000,319500,335000,337000,339000,325000,324200,305000,317950,305000,295000,267000,255000,256950,249450,249450,268750,291000,295000,275000,278500,249000,278500,279000,256900,253200,295000,299000,319000,283500,324500,327450,329900
2155,Clear Creek,CO,Denver,8,19,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372500,399000,449000,458700,436250,432500,399450,419000,389000,394000,432000,469950,496000,549450,530000,458000,474000,522500,499900,485000
2156,Mathews,VA,Virginia Beach,51,115,2157,374500,359900,349900,353700,358700,349900,290000,298200,349500,329000,317450,329000,329000,324450,292450,281500,291750,295250,297750,295250,317950,295500,309000,325000,319500,299000,288500,304495,299995,319500,317250,319975,299000,295000,299000,299950,299000,300000,300000,299995,299999,317450,324900,324700,315900,319900,299450,299900,319500,299000,315000,319000,319000,316250,299000,299000,299000,298700,299000,283140,279000,299000,298850,299000,299000,299000,299000,294999,295000,297000,299000,299000,295000,289000,275000,289000,299000,289500,289450,283500,289900,280000,280000,272000,279950,277450,282450,299000,290000,275000,284900,275000,273000
2157,Dawson,MT,,30,21,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212500,188700,186250,172450,178500,170000,180000,189800,192900,196000,199500,199500,187000,180000,179450,174000,184950,178450,170950,170900,168150,155500,170950,173500,165000,162400,167450,185000,189000,188500,188500
2158,Turner,GA,,13,287,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114950,114000,109900,105000,104900,101250,100000,102500,105000,100000,97000,104950,103450,97000,90950,88900,88900,88000,87750,82500,80000,88950,98500,97500,85000,89000,83900,79900
2159,Sitka,AK,,2,220,2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387500,444500,439000,429000,422000,394000,399000,394000,359000,394500,404450,390000,385500,394500,389500,380500,394450,420000,389450,395500,375500,360000,357250,392000,409500,422500,447500,435000,444500,425000,422500,417000,422500,439000,429000,419500,409000,425000,425000,425000,422000,422000,425000,454400,450000,425000,399450,429000,424950,419900,424950,429000,469000,454000,444250,433000,412000,425000,412250,417500,439000,460000,444000,449000,479000
2160,Woods,OK,,40,151,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,100000,107500,110000,110000,99000,93900,98000,99000,99000,99500,92000,94500,98450,94750,93500,92000,92000,92000,93250,93250,99000,111000,99000,109995,98500,95500,94900,94900,93450,90000,89500,88500,87000,90000,96500,95000,90000,89500,85000
2161,Lafayette,FL,,12,67,2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209000,209500,209500,202250,194500,189900,179995,179947.5,162000,170450,162000,184900,182450,179900,159000,171950,169000,184450,177450,177450
2162,San Augustine,TX,,48,405,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137450,149900,137450,132450,129950,144900,139900,137450,144950,154900,154950,156000,159000,164000,159000,159000,154900,137450,131950
2163,Graham,NC,,37,75,2164,302450,289000,284450,259900,259900,259450,259900,249000,234450,239000,239000,239000,219000,199900,199000,189450,199450,199000,199900,199000,192450,199000,192450,185000,182400,182400,189000,169000,171950,169000,169000,176400,184000,189500,184000,189500,190000,189500,170050,169999,179000,169499.5,184000,169900,174000,175000,169949.5,174000,174500,174000,179000,189900,185000,174900,172000,175000,175000,169900,169900,170950,169900,185000,179700,169000,169000,150000,169000,169700,175000,179000,175000,174000,169900,170950,169900,179000,179000,189000,187000,179000,179900,179000,189000,179900,179900,178750,179900,199000,188500,199000,196500,185500,204497.5
2164,Baraga,MI,,26,13,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129700,129700,129250,119900,119900,118500,114750,122500,125000,127750,125000,125000,129000,131450,134950,135000,131450,129900
2165,Benton,IN,Lafayette-West Lafayette,18,7,2166,,,,81450,83900,79900,79900,78450,74950,80000,82900,82900,79900,79700,77000,77000,82000,79950,79900,79900,81200,79900,77900,79249.5,79949.5,77900,76220,70700,66750,65000,66950,69200,72900,67450,74900,64900,62000,61000,60000,59700,62400,58700,59000,59450,59900,57500,61950,64900,57000,59900,69000,73000,73850,74700,74900,69000,70700,72000,73900,72200,69950,68450,69450,65000,71000,70000,72000,78000,78000,76000,77000,75000,72400,77500,79500,79900,85900,86450,79950,79900,80000,77250,69950,69500,74900,67000,62750,67000,69900,65250,68950,71900,66000
2166,Monroe,MO,,29,137,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,92900,91750,88750,91000,84700,83000,81000,83750,84250,79700,82500,80000,83000,84500,85000,86000,86000,85000,85000,89700,84900,83700,80425,79000,85950,89500,89900,89900,89950,89500,87900,88700,87900,95000,94250,90000,102450,109700,114900,116950,110400,103900,116400,103900,118900,117900,116400,119900,127500,127500,118750,122500,119000,122450,122400,124900,125000,125000,125000,123500,112500,110000,106750,89900,89900,99900
2167,Trimble,KY,Louisville/Jefferson County,21,223,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,119900,118500,116500,112000,119950,120000,124950,120000,115000,120000,137000,139000,139900,147250,149900,149500,146450,149900,144900,159900,159900,149900,154900,154900,155900,149900,147450,149900,153400,156900,154900,164000,145000,159900,152450,152450,169950,158000,161500,159000,165000,157500,179900,175000,149900,140000,149200,122900,124950,125000,147450,147450,145000,135000
2168,Clearwater,ID,,16,35,2169,,,,,,,,,,,,,,,,215000,196000,179500,159000,179000,159000,152450,149900,149000,146614,149700,149450,157000,158000,154450,139000,155450,159000,144900,157000,153900,158000,157000,158000,157000,158000,158500,170000,174900,174900,178900,185000,178900,175000,189500,189250,189500,189950,189000,179000,168950,169000,169000,168000,165000,165000,167000,182250,184750,174000,189000,197500,189000,180000,181440,179000,181440,185000,169000,185000,179900,199900,200000,198750,200000,179450,210000,210000,210000,210000,174000,169000,149000,152900,167950,166900,153000,169000
2169,Seminole,GA,,13,253,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,139900,139900,139900,115000,109950,115000,129450,139900,144900,139900,150000,149950,144700,139900,139950,139900,140000,142000,141000,149900,147000,150000,149000,142000,149000,149000,145500,140950,149000,159000,162450,165000,169450,165750,149900,137750,139500,130000,134000,136000,129900,149000,148900,149250,149500,159500,152000,154000,153000
2170,Pocahontas,WV,,54,75,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149700,150000,150000,149500,147000,139900,126000,134700,144450,134900,145000,148950,139000,139450,139900,130000,130950,124950,129450,126000,120000,120000,124950,124450,118900,118000,119450,119000,111950,114700,115000,118500,118500,118000,115000,115000,115000,110000,115000,114800,108500,108500,106500,114400,116700,114450,115000,115700,115900,122000,122000,128000,124950,123900,124500,119900,119900,119900,119000,119900,119900
2171,Platte,WY,,56,31,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155750,162000,165000,159900,160000,155500,153000,152450,146400,147800,149900,154450,156950,160000,159000,155000,138000,148500,149450,149000,163000,159900,164900,171950,169900,199250,209250,186000,199500,200000,202500,199900,176500,199900,235000,229000,240000,240000,214900,214587.5,215000,199750,194600,184000,180250,190700,185000,196400,185900,179900,179900,185450,179900,189900,201399.5,199450,199000,198500,189500,185000
2172,Oscoda,MI,,26,135,2173,94900,94950,95900,89900,94900,94900,88500,89900,89900,89900,89000,88750,88500,81450,89000,88000,87950,81750,82500,79900,77900,79900,74900,74900,79950,79900,84900,95000,89450,95000,89450,85900,79900,79900,85000,88500,89450,85000,85000,83750,85000,89900,82500,79900,79500,79000,74000,73200,70000,69900,69900,69900,78250,79900,75000,75000,75000,73700,72450,69900,69900,79900,79900,80000,77450,78750,79900,79500,76000,74700,71500,79900,76900,79900,76750,78800,76950,79900,79900,79500,79375,75000,74950,75000,75000,79000,79900,79900,79900,79700,75000,79250,79900
2173,Coffey,KS,,20,31,2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128800,128000,130000,128000,117300,117300,115000,98400,105000,113500,115500,119000,115000,119000,117250,119000,119000,119000,117750,109000,116000,117000,119450,125050,140950,124900,137950,144950,134900,134950,138900,131500,130000
2174,Franklin City,VA,,51,620,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162500,159900,161200,162400,169500,169000,169500,166450,157000,168500,174900,181818,184950,181818,185000,185000,187450
2175,Johnson,WY,,56,19,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252000,245750,230000,235000,239900,239900,239950,246750,249999,252000,249500,239900,239900,235000,232000,227400,229900,234900,234900,234950,245500,249500,249900,254450,249900,249350,249000,242200,243250,244750,231600,230000,239450,230000
2176,Washakie,WY,,56,43,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,179000,179250,179450,169700,155250,152750,149975,155250,155500,160000,168500,168900,181000,175950,168500,177450,175000,170000,168500,160000,166000,168500,160000,164500,169900,175000,169900,170000,197250,184950,205000,189900,165000,167250,159500,173750,162200,171000,173000,163250,164000,166000,159500,160000,164000,174500,189450,189000,175000,168500,177000,171750,162500,159500,157250,155750,155500,153700,150950,155000,159900,159700,162500,169900,172900
2177,Schoolcraft,MI,,26,153,2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,139900,147500,139900,140000,139900,128000,139250,149900,149900,149900,144450,137500,129450,129000,127500,133500,130000,133500,129000,129000,129000,134500,129450,139900,145450,139450,142450,139450,129900,129950,129000,124900,124450,119950,115000,119450,122500,119000,119000,129000,119900,128500,128500,129900,129900,114900,110000,112000,113000,113450,115000,119900,128500,116000,117000,116000
2178,Mercer,ND,,38,57,2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236000,239500,236000,214900,218000,208500,217000,212200,207000,223200,219000,226950,214450,202450,199500,201500,194950,189950
2179,Keith,NE,,31,101,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,149900,149900,149900,152400,154900,160000,154900,150000,140000,155000,155000,145000,142200,145000,159700,172000,173900,176000,175500,175200,175250,169500,151400,156000,145450,154500,148900,145000,128900
2180,Lyon,KY,,21,143,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216900,214950,209000,204499.5,219000,221950,230000,219000,225000,232250,222000,245000,249500,249900,242450,239450,234900,242450,247000,234900,245000,249700,238900,247000,230950,235950,228950,229000,229000,232900
2181,McCulloch,TX,,48,307,2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141000,135000,147500,147250,136950,129900,129500,132000,129700,123000,123000,116500,129700,149000,152250,165000,166500,157450,149500,143700
2182,Custer,SD,Rapid City,46,33,2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297000,299000,299900,299900,249950,229500,245000,239950,247000,254250,249250,272500,272500,279950,295000,263450,240000,249950,277450,272500,279900,279900,279900,279900,273500,249900,249900,246950,262500,257500,244900,254800,265000,276250,271200,269900,291675
2183,Doddridge,WV,Clarksburg,54,17,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192500,210000,190000,168250,160000,159750,168250,171500,171500,171500,159900,163950,168000,164250,165000
2184,Searcy,AR,,5,129,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000,119500,112500,124500,125000,120000,112000,119500,122450,123250,119450,113000,114000
2185,Tillman,OK,,40,141,2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,59000,57250,50000,58500,55750,64250,63500,64500,61000,58000,59500,63700,68000,65000,67450
2186,Monroe,IA,,19,135,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,87500,91200,94500,79950,82250,84250,84250,84000,88500,88500,87250,86000,88500,89900,96449.5,92950,89900,89900,89000,87500,88500,89700,89000
2187,Lemhi,ID,,16,59,2188,225000,219450,215000,219450,199900,198425,199900,199000,198425,199000,196250,185000,180000,180000,180000,182250,179000,179000,176500,179000,174900,169000,175000,179000,175000,175000,195000,186000,181200,182500,172500,172500,166000,173700,159900,156000,159900,159200,159900,164900,159950,164950,176000,169900,179000,190250,181750,169500,173500,173500,179000,183500,185000,176750,177500,175000,189500,182500,185000,192450,213500,199900,225000,225000,219900,242500,255000,225000,224700,220000,219900,206966.5,215000,206966.5,213966.5,222250,230000,235000,245000,252500,250000,264750,235000,237000,235000,239000,239000,250000,249950,261750,295000,295000,269500
2188,Lake,OR,,41,37,2189,,,,,,,,,,,,,,,,,,,,,107200,109900,112450,116500,104750,104350,102125,104500,112250,105000,105000,107000,105000,105000,99997.5,104000,120000,127450,135900,125000,125000,125000,125000,125000,129000,126200,129000,124950,121250,129000,124900,129000,129000,129900,124127,125000,117500,117000,114950,119000,110000,105000,108500,115000,120750,119950,128250,129900,129000,124500,124250,119000,114900,124700,124500,124900,123500,124000,115500,119900,129000,120000,124000,129000,122000,125000,129500,129900,128000,129975,132900,139900,139900
